Nc3 d5 e4 d4 Nce2 e5 Ng3 Be6 Nf3 f6 Be2 Nc6
b3 Nf6 Bb2 g6 g3 Bg7 Bg2 c5 c4 Nc6 Nf3 O-O
b3 c5 Bb2 Nc6 Nf3 Nf6 e3 e6 c4 b6 d3 Bb7
b3 d5 Bb2 Bf5 Nf3 e6 e3 Nf6 Nh4 Bg4 Be2 Bxe2
b3 d5 Bb2 Bg4 d3 Nd7 h3 Bh5 Nf3 Bxf3 exf3 e5
b3 d5 Bb2 Bg4 g3 e6 Bg2 Nf6 h3 Bh5 Nf3 Nbd7
b3 d5 Bb2 Bg4 h3 Bh5 d3 Nd7 g4 Bg6 f4 e6
b3 d5 Bb2 Nf6 Nf3 e6 e3 c5 c4 Nc6 cxd5 exd5
b3 d5 Bb2 Nf6 e3 c5 Nf3 Nc6 Bb5 Bd7 O-O e6
b3 d5 Nf3 c5 e3 Nc6 Bb5 Nf6 Bxc6+ bxc6 Bb2 e6
b3 d5 e3 Nf6 Bb2 e6 Nf3 c5 Bb5+ Bd7 Be2 Nc6
b3 e5 Bb2 Nc6 e3 Nf6 Bb5 Bd6 Bxc6 dxc6 d3 O-O
b3 e5 Bb2 Nc6 e3 Nf6 Bb5 Bd6 Na3 a6 Bxc6 dxc6
b3 e5 Bb2 Nc6 e3 Nf6 Bb5 Bd6 Na3 e4 Nc4 Be7
b3 e5 Bb2 Nc6 e3 Nf6 Bb5 Bd6 Ne2 a6 Bxc6 dxc6
b3 e5 Bb2 Nc6 e3 Nf6 h3 d5 Bb5 Bd6 Nf3 Qe7
b3 e5 Bb2 Nc6 e3 g6 Nf3 Bg7 c4 d6 Be2 f5
b3 e6 Nf3 Nf6 Bb2 c5 g3 Nc6 Bg2 d5 O-O Bd6
b3 g6 Bb2 Nf6 Nc3 Bg7 d4 c5 e3 cxd4 exd4 d5
c3 e5 d4 exd4 cxd4 d5 Nc3 c6 Bf4 Bd6 Bg3 Ne7
c4 Nf6 Nc3 c5 Nf3 e6 e3 Nc6 d4 d5 cxd5 Nxd5
c4 Nf6 Nc3 c5 Nf3 e6 e3 d5 cxd5 Nxd5 d4 cxd4
c4 Nf6 Nc3 c5 Nf3 e6 g3 b6 Bg2 Bb7 O-O Be7
c4 Nf6 Nc3 c5 Nf3 e6 g3 b6 Bg2 Bb7 d4 cxd4
c4 Nf6 Nc3 c5 g3 e6 Bg2 d5 Qb3 dxc4 Qxc4 Be7
c4 Nf6 Nc3 c5 g3 e6 Nf3 Nc6 Bg2 Be7 d4 cxd4
c4 Nf6 Nc3 c5 g3 e6 Nf3 b6 Bg2 Bb7 O-O Be7
c4 Nf6 Nc3 c5 g3 e6 Nf3 b6 e4 Bb7 Qe2 Nc6
c4 Nf6 Nc3 c5 g3 e6 Nf3 d5 cxd5 exd5 d4 Nc6
c4 Nf6 Nc3 c6 e4 e5 Nf3 Bb4 Nxe5 O-O Nd3 Bxc3
c4 Nf6 Nc3 d5 cxd5 Nxd5 d4 g6 e4 Nxc3 bxc3 Bg7
c4 Nf6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 g6 d4 Bg7
c4 Nf6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 g6 h4 Bg7
c4 Nf6 Nc3 d5 cxd5 Nxd5 g3 Nxc3 bxc3 g6 Bg2 Bg7
c4 Nf6 Nc3 d5 cxd5 Nxd5 g3 g6 Bg2 Nb6 d3 Nc6
c4 Nf6 Nc3 d6 d4 Nbd7 g3 g6 Bg2 Bg7 Nf3 O-O
c4 Nf6 Nc3 e5 Nf3 Nc6 a3 d5 cxd5 Nxd5 Qc2 Nxc3
c4 Nf6 Nc3 e5 Nf3 Nc6 d3 d5 cxd5 Nxd5 Bd2 Be7
c4 Nf6 Nc3 e5 Nf3 Nc6 d3 d5 cxd5 Nxd5 e3 Be7
c4 Nf6 Nc3 e5 Nf3 Nc6 d3 d5 cxd5 Nxd5 g3 Nb6
c4 Nf6 Nc3 e5 Nf3 Nc6 e3 Bb4 Qc2 Bxc3 Qxc3 Qe7
c4 Nf6 Nc3 e5 Nf3 Nc6 e3 Bb4 Qc2 Bxc3 bxc3 d6
c4 Nf6 Nc3 e5 Nf3 Nc6 e3 d5 cxd5 Nxd5 Bb5 Nxc3
c4 Nf6 Nc3 e5 Nf3 Nc6 g3 Bb4 Bg2 O-O Nd5 Bc5
c4 Nf6 Nc3 e5 Nf3 Nc6 g3 Bb4 Bg2 O-O O-O e4
c4 Nf6 Nc3 e5 Nf3 Nc6 g3 Bb4 Bg2 d6 O-O O-O
c4 Nf6 Nc3 e5 Nf3 Nc6 g3 Bc5 Bg2 d6 O-O O-O
c4 Nf6 Nc3 e5 Nf3 Nc6 g3 Nd4 Bg2 Nxf3+ Bxf3 Bb4
c4 Nf6 Nc3 e5 Nf3 Nc6 g3 Nd4 Bg2 Nxf3+ Bxf3 Bc5
c4 Nf6 Nc3 e5 Nf3 Nc6 g3 d5 cxd5 Nxd5 Bg2 Bc5
c4 Nf6 Nc3 e5 Nf3 Nc6 g3 d5 cxd5 Nxd5 Bg2 Nb6
c4 Nf6 Nc3 e5 Nf3 Nc6 g3 g6 Bg2 Bg7 O-O O-O
c4 Nf6 Nc3 e5 Nf3 Nc6 g3 g6 d4 exd4 Nxd4 Bg7
c4 Nf6 Nc3 e5 e3 Bb4 Nge2 c6 a3 Ba5 b4 Bc7
c4 Nf6 Nc3 e5 e3 Nc6 Qb3 g6 Nf3 Bg7 d4 exd4
c4 Nf6 Nc3 e5 g3 Bb4 Bg2 O-O e4 Bxc3 bxc3 Re8
c4 Nf6 Nc3 e5 g3 Bb4 Bg2 O-O e4 Bxc3 bxc3 c6
c4 Nf6 Nc3 e5 g3 Bb4 Bg2 O-O e4 Bxc3 dxc3 Na6
c4 Nf6 Nc3 e5 g3 Bb4 Nf3 Bxc3 bxc3 d6 Bg2 O-O
c4 Nf6 Nc3 e5 g3 Bb4 Nf3 Bxc3 bxc3 e4 Nd4 O-O
c4 Nf6 Nc3 e5 g3 Bb4 Nf3 Qe7 Bg2 O-O O-O c6
c4 Nf6 Nc3 e5 g3 Bb4 Nf3 e4 Nd4 O-O Bg2 Re8
c4 Nf6 Nc3 e5 g3 c6 d4 exd4 Qxd4 Na6 Bg5 Be7
c4 Nf6 Nc3 e5 g3 d5 cxd5 Nxd5 Bg2 Nb6 Nf3 Nc6
c4 Nf6 Nc3 e6 Nf3 d5 d4 Bb4 Bg5 h6 Bxf6 Qxf6
c4 Nf6 Nc3 e6 Nf3 d5 d4 Be7 Bf4 O-O e3 c5
c4 Nf6 Nc3 e6 Nf3 d5 d4 Be7 Bg5 O-O e3 Nbd7
c4 Nf6 Nc3 e6 Nf3 d5 e3 Be7 b3 O-O Bb2 b6
c4 Nf6 Nc3 e6 d4 Bb4 Qc2 O-O a3 Bxc3+ Qxc3 d5
c4 Nf6 Nc3 e6 d4 Bb4 e3 O-O Bd3 d5 cxd5 exd5
c4 Nf6 Nc3 e6 d4 Bb4 e3 O-O Ne2 d5 a3 Be7
c4 Nf6 Nc3 e6 e4 c5 e5 Ng8 Nf3 Nc6 d4 cxd4
c4 Nf6 Nc3 e6 e4 c5 e5 Ng8 d4 cxd4 Qxd4 Nc6
c4 Nf6 Nc3 e6 e4 d5 cxd5 exd5 e5 Ne4 Nf3 Bf5
c4 Nf6 Nc3 e6 e4 d5 cxd5 exd5 e5 Ne4 Nf3 Nc6
c4 Nf6 Nc3 e6 e4 d5 e5 d4 exf6 dxc3 bxc3 Qxf6
c4 Nf6 Nc3 g6 Nf3 Bg7 g3 O-O Bg2 d6 O-O Nc6
c4 Nf6 Nc3 g6 d4 Bg7 e4 O-O Bg5 d6 f3 Nbd7
c4 Nf6 Nc3 g6 e4 d6 d4 Bg7 Be2 O-O Nf3 e5
c4 Nf6 Nc3 g6 e4 d6 d4 Bg7 Nge2 O-O Ng3 e5
c4 Nf6 Nc3 g6 e4 d6 d4 Bg7 h3 Na6 Be3 O-O
c4 Nf6 Nc3 g6 e4 d6 d4 Bg7 h3 O-O Be3 c5
c4 Nf6 Nc3 g6 g3 Bg7 Bg2 O-O d4 d6 Nf3 Nbd7
c4 Nf6 Nc3 g6 g3 Bg7 Bg2 O-O d4 d6 Nf3 Nc6
c4 Nf6 Nf3 c5 Nc3 d5 cxd5 Nxd5 e4 Nb4 Bc4 Nd3+
c4 Nf6 Nf3 e6 Nc3 d5 d4 Bb4 cxd5 exd5 Bf4 Ne4
c4 Nf6 Nf3 e6 Nc3 d5 d4 Be7 Bg5 h6 Bxf6 Bxf6
c4 Nf6 Nf3 e6 Nc3 d5 e3 a6 b3 c5 Bb2 Nc6
c4 Nf6 Nf3 e6 b3 d5 Bb2 c5 cxd5 exd5 g3 Nc6
c4 Nf6 Nf3 e6 g3 d5 Bg2 Be7 O-O O-O b3 b6
c4 Nf6 Nf3 e6 g3 d5 Bg2 Be7 O-O O-O b3 c5
c4 Nf6 Nf3 e6 g3 d5 Bg2 Be7 O-O O-O d4 dxc4
c4 Nf6 Nf3 e6 g3 d5 Bg2 d4 O-O c5 e3 Nc6
c4 Nf6 Nf3 e6 g3 d5 Bg2 dxc4 Qa4+ Bd7 Qxc4 c5
c4 Nf6 Nf3 e6 g3 d5 Bg2 dxc4 Qa4+ Nbd7 Qxc4 a6
c4 Nf6 Nf3 e6 g3 d5 Bg2 dxc4 Qa4+ c6 Qxc4 b5
c4 Nf6 Nf3 e6 g3 d5 d4 Be7 Bg2 O-O Qc2 c5
c4 Nf6 Nf3 g6 Nc3 Bg7 d4 O-O Bg5 d6 e3 h6
c4 Nf6 Nf3 g6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 Bg7
c4 Nf6 Nf3 g6 e3 Bg7 d4 c5 d5 d6 h3 b5
c4 Nf6 d4 c6 Bf4 Qb6 Qd2 d5 Nc3 Bf5 f3 e6
c4 Nf6 d4 c6 Nc3 d5 cxd5 cxd5 Bf4 Nc6 e3 a6
c4 Nf6 d4 c6 Nf3 d5 e3 Bf5 Nc3 e6 Nh4 Bg6
c4 Nf6 d4 e6 Nc3 Bb4 Qc2 O-O a3 Bxc3+ Qxc3 d5
c4 Nf6 d4 e6 Nc3 Bb4 e3 O-O Bd3 d5 a3 Bxc3+
c4 Nf6 d4 e6 Nf3 d5 Nc3 Be7 Bf4 O-O e3 Nbd7
c4 Nf6 d4 g6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 Bg7
c4 Nf6 g3 c5 Bg2 Nc6 Nc3 g6 Nf3 Bg7 d4 cxd4
c4 Nf6 g3 c6 Bg2 d5 Nf3 dxc4 O-O Nbd7 Na3 Nb6
c4 Nf6 g3 c6 Bg2 d5 Nf3 dxc4 O-O b5 a4 Bb7
c4 Nf6 g3 c6 Bg2 d5 Nf3 g6 b3 Bg7 Bb2 O-O
c4 Nf6 g3 e5 Bg2 c6 d4 e4 Qb3 d5 Nc3 dxc4
c4 Nf6 g3 e5 Bg2 h6 Nf3 e4 Nd4 Nc6 Nc2 d5
c4 Nf6 g3 e6 Bg2 d5 Nf3 Be7 O-O O-O b3 d4
c4 Nf6 g3 e6 Bg2 d5 Nf3 Be7 d4 O-O Nc3 dxc4
c4 Nf6 g3 e6 Bg2 d5 Nf3 Be7 d4 O-O O-O dxc4
c4 Nf6 g3 e6 Bg2 d5 Nf3 dxc4 Qa4+ Nbd7 Qxc4 a6
c4 Nf6 g3 e6 Bg2 d5 d4 Bb4+ Nd2 O-O Nf3 b6
c4 Nf6 g3 e6 Bg2 d5 d4 Bb4+ Nd2 O-O Nf3 dxc4
c4 Nf6 g3 g6 Bg2 Bg7 Nc3 O-O Nf3 c6 d4 d6
c4 Nf6 g3 g6 Bg2 Bg7 Nc3 O-O d4 d6 e4 c5
c4 Nf6 g3 g6 Bg2 c5 Nc3 Bg7 Nf3 O-O d4 cxd4
c4 Nf6 g3 g6 Bg2 d5 Nf3 Bg7 Qa4+ c6 cxd5 Nxd5
c4 b6 Nc3 Bb7 Nf3 Nf6 d4 e6 a3 d5 cxd5 Nxd5
c4 b6 Nc3 Bb7 e4 e5 Nge2 Nc6 g3 Bc5 Bg2 h5
c4 b6 Nc3 Bb7 e4 e6 a3 c5 g3 Nc6 Bg2 g6
c4 b6 Nc3 f5 d4 Nf6 Qc2 e6 Nf3 Bb7 e3 Ne4
c4 b6 d4 Bb7 Nc3 Nf6 Qc2 d5 Nf3 e6 Bg5 Be7
c4 b6 e4 Bb7 Nc3 e6 Nf3 c5 d4 cxd4 Nxd4 Bb4
c4 c5 Nc3 Nc6 Nf3 g6 e3 Bg7 d4 d6 Be2 e6
c4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 b3 e5 Bb2 d6
c4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 e3 e5 Nge2 Nge7
c4 c5 Nc3 e6 Nf3 Nf6 e3 d5 d4 Nc6 a3 dxc4
c4 c5 Nc3 g6 Nf3 Bg7 g3 Nc6 Bg2 e5 d3 Nge7
c4 c5 Nc3 g6 e3 Nf6 d4 Bg7 d5 O-O Nf3 d6
c4 c5 Nc3 g6 g3 Bg7 Bg2 Nc6 Rb1 b6 Nf3 Bb7
c4 c5 Nc3 g6 g3 Bg7 Bg2 Nc6 d3 e6 h4 h6
c4 c5 Nc3 g6 g3 Bg7 Bg2 Nc6 e3 e6 Nge2 Nge7
c4 c5 Nc3 g6 g3 Nc6 Bg2 Bg7 Nf3 e6 h4 Nf6
c4 c5 Nc3 g6 g4 Bg7 Bg2 Nc6 d3 d6 g5 e6
c4 c5 Nf3 Nc6 Nc3 Nf6 e3 e6 d4 d5 a3 a6
c4 c5 Nf3 Nc6 Nc3 Nf6 e3 e6 d4 d5 cxd5 exd5
c4 c5 Nf3 Nc6 Nc3 Nf6 g3 d5 cxd5 Nxd5 Bg2 e6
c4 c5 Nf3 Nc6 Nc3 Nf6 g3 d5 cxd5 Nxd5 Bg2 g6
c4 c5 Nf3 Nc6 Nc3 Nf6 g3 d5 d4 cxd4 Nxd4 dxc4
c4 c5 Nf3 Nc6 Nc3 Nf6 g3 g6 Bg2 d6 O-O Bg7
c4 c5 Nf3 Nc6 Nc3 e5 e3 f5 d4 e4 d5 exf3
c4 c5 Nf3 Nc6 Nc3 e5 g3 g6 Bg2 Bg7 a3 Nge7
c4 c5 Nf3 Nc6 Nc3 g6 e3 Bg7 d4 d6 Be2 e6
c4 c5 Nf3 Nc6 Nc3 g6 e3 Nf6 d4 cxd4 exd4 d5
c4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e6 Ndb5 d5
c4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e6 a3 Bc5
c4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e6 a3 Be7
c4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e6 a3 d5
c4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e6 g3 Qb6
c4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 g6 e4 Bg7
c4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 g3 Qb6 Nc2 e6
c4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e6 g3 Nf6 Bg2 Bb4+
c4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 e4 Nf6 Nc3 d6
c4 c5 Nf3 Nc6 e3 Nf6 d4 cxd4 exd4 d5 Nc3 Bg4
c4 c5 Nf3 Nc6 e3 e6 d4 d5 cxd5 exd5 Bb5 cxd4
c4 c5 Nf3 Nc6 g3 g6 Bg2 Bg7 O-O e6 e3 Nge7
c4 c5 Nf3 Nf6 Nc3 Nc6 d4 cxd4 Nxd4 e6 g3 Bc5
c4 c5 Nf3 Nf6 Nc3 Nc6 d4 cxd4 Nxd4 e6 g3 Qb6
c4 c5 Nf3 Nf6 Nc3 Nc6 e3 e6 d4 d5 a3 a6
c4 c5 Nf3 Nf6 Nc3 Nc6 g3 d5 cxd5 Nxd5 Bg2 Nc7
c4 c5 Nf3 Nf6 Nc3 Nc6 g3 d5 cxd5 Nxd5 Bg2 e6
c4 c5 Nf3 Nf6 Nc3 Nc6 g3 d5 d4 e6 cxd5 Nxd5
c4 c5 Nf3 Nf6 Nc3 d5 cxd5 Nxd5 e3 Nxc3 bxc3 Qc7
c4 c5 Nf3 Nf6 Nc3 d5 cxd5 Nxd5 e3 e6 Bc4 Be7
c4 c5 Nf3 Nf6 Nc3 d5 cxd5 Nxd5 e4 Nb4 Bc4 Nd3+
c4 c5 Nf3 Nf6 Nc3 e6 d4 cxd4 Nxd4 a6 e4 Qc7
c4 c5 Nf3 Nf6 Nc3 e6 g3 b6 Bg2 Bb7 O-O Be7
c4 c5 Nf3 Nf6 d4 cxd4 Nxd4 e6 g3 Bb4+ Nd2 Nc6
c4 c5 Nf3 Nf6 e3 e6 d4 d5 cxd5 exd5 Bb5+ Bd7
c4 c5 Nf3 Nf6 g3 Nc6 Bg2 d5 O-O d4 a3 e5
c4 c5 Nf3 Nf6 g3 d5 cxd5 Nxd5 Bg2 Nc6 d4 cxd4
c4 c5 Nf3 Nf6 g3 d5 cxd5 Nxd5 Nc3 Nc6 Bg2 g6
c4 c5 Nf3 d6 d4 cxd4 Nxd4 g6 e4 Nc6 Nc3 Nf6
c4 c5 Nf3 g6 g3 Nc6 Bg2 Bg7 Nc3 d6 O-O e5
c4 c5 g3 Nc6 Bg2 g6 Nc3 Bg7 b3 e6 Ba3 d6
c4 c5 g3 Nc6 Bg2 g6 Nf3 Bg7 O-O d6 Nc3 f5
c4 c5 g3 Nc6 Bg2 g6 e3 Bg7 Ne2 Nf6 Nbc3 O-O
c4 c5 g3 Nf6 Bg2 d5 cxd5 Nxd5 Nc3 Nc7 Nf3 Nc6
c4 c5 g3 g6 Bg2 Bg7 Nc3 Nc6 Nf3 d6 O-O Bf5
c4 c5 g3 g6 Bg2 Bg7 Nc3 Nc6 Nf3 d6 O-O e6
c4 c5 g3 g6 Bg2 Bg7 Nc3 Nc6 Nf3 e5 O-O d6
c4 c5 g3 g6 Bg2 Bg7 Nc3 Nc6 Nf3 e6 d4 cxd4
c4 c5 g3 g6 Bg2 Bg7 Nc3 Nc6 b3 d6 Bb2 e5
c4 c5 g3 g6 Bg2 Bg7 Nc3 Nc6 b3 e6 Ba3 d6
c4 c5 g3 g6 Bg2 Bg7 Nc3 Nc6 d3 d6 Qd2 Qd7
c4 c5 g3 g6 Bg2 Bg7 Nc3 Nc6 d3 d6 a3 e6
c4 c6 Nc3 d5 d4 Nf6 e3 g6 Nf3 Bg7 Bd3 O-O
c4 c6 Nf3 d5 d4 Nf6 Nc3 e6 Bg5 dxc4 a4 Bb4
c4 c6 Nf3 d5 d4 Nf6 Nc3 e6 Bg5 dxc4 e4 b5
c4 c6 Nf3 d5 e3 Nf6 Nc3 a6 b3 Bf5 Be2 h6
c4 c6 Nf3 d5 e3 Nf6 Nc3 e6 Qc2 Bd6 b3 O-O
c4 c6 Nf3 d5 e3 Nf6 Nc3 e6 b3 Nbd7 Be2 Bd6
c4 c6 Nf3 d5 e3 Nf6 Nc3 e6 d4 Nbd7 Qc2 b6
c4 c6 Nf3 d5 e3 Nf6 Nc3 e6 d4 a6 b3 Bb4
c4 c6 Nf3 d5 e3 Nf6 d4 g6 Nc3 Bg7 Be2 O-O
c4 c6 Nf3 d5 g3 Bg4 Bg2 e6 cxd5 Bxf3 Bxf3 cxd5
c4 c6 Nf3 d5 g3 Nf6 Bg2 Bf5 O-O e6 cxd5 exd5
c4 c6 Nf3 d5 g3 dxc4 Bg2 Nd7 a4 Nc5 Na3 Be6
c4 c6 Nf3 d5 g3 g6 Bg2 Bg7 O-O Nf6 b3 dxc4
c4 c6 b3 d5 Bb2 Bf5 Nf3 Nf6 d3 h6 Nbd2 e6
c4 c6 d4 Nf6 Nc3 d5 cxd5 cxd5 Bf4 Nc6 Nf3 Bf5
c4 c6 d4 d5 Nc3 Nf6 Nf3 a6 e3 g6 Bd3 Bg7
c4 c6 d4 d5 Nf3 Nf6 Nc3 a6 c5 Bf5 Nh4 Bg6
c4 c6 d4 d5 Nf3 Nf6 Nc3 a6 e3 Bf5 Qb3 Ra7
c4 c6 d4 d5 Nf3 Nf6 Nc3 dxc4 a4 e6 e3 c5
c4 c6 d4 d5 Nf3 Nf6 Nc3 e6 Bg5 h6 Bh4 dxc4
c4 c6 d4 d5 Nf3 Nf6 Nc3 e6 Bg5 h6 Bxf6 Qxf6
c4 c6 d4 d5 Nf3 Nf6 e3 e6 Bd3 Nbd7 b3 Bd6
c4 c6 d4 d5 Nf3 e6 Nc3 dxc4 g3 b5 Bg2 Bb7
c4 c6 d4 d5 cxd5 cxd5 Bf4 Nc6 e3 Nf6 Nc3 Bf5
c4 c6 d4 d5 e3 Nf6 Nf3 g6 Nc3 Bg7 Be2 O-O
c4 c6 e3 d6 b3 e5 Bb2 Nf6 d4 Nbd7 Nf3 e4
c4 c6 e4 d5 cxd5 cxd5 exd5 Nf6 Bb5+ Nbd7 Nc3 a6
c4 c6 e4 d5 cxd5 cxd5 exd5 Nf6 Qa4+ Nbd7 Nc3 g6
c4 c6 e4 d5 exd5 cxd5 cxd5 Nf6 Nc3 Nxd5 Nf3 Nc6
c4 c6 e4 d5 exd5 cxd5 d4 Nf6 Nc3 Nc6 Bg5 Be6
c4 c6 e4 d5 exd5 cxd5 d4 Nf6 Nc3 Nc6 Bg5 dxc4
c4 c6 e4 d5 exd5 cxd5 d4 Nf6 Nc3 Nc6 Nf3 Bg4
c4 c6 e4 d5 exd5 cxd5 d4 Nf6 Nc3 e6 Nf3 Bb4
c4 c6 e4 d5 exd5 cxd5 d4 Nf6 Nc3 e6 c5 Nc6
c4 c6 e4 e5 Nf3 d6 d4 Nd7 Nc3 Ngf6 Be2 Be7
c4 c6 g3 d5 Nf3 Nf6 Bg2 dxc4 O-O Nbd7 Na3 Nb6
c4 d6 Nc3 e5 g3 Be7 Bg2 f5 d4 Nf6 dxe5 dxe5
c4 d6 Nc3 g6 g3 Bg7 Bg2 Nf6 e4 O-O Nge2 c5
c4 e5 Nc3 Bb4 Nd5 Bc5 Nf3 c6 Nc3 d6 e3 Bb4
c4 e5 Nc3 Bb4 Nd5 Bc5 Nf3 c6 Nc3 d6 e3 Qe7
c4 e5 Nc3 Bb4 Nd5 Bc5 Nf3 c6 Nc3 d6 g3 Nf6
c4 e5 Nc3 Bb4 Nd5 Bc5 b4 Be7 Bb2 d6 e3 Nf6
c4 e5 Nc3 Bb4 Nd5 Bc5 e3 Nf6 b4 Nxd5 bxc5 Nf6
c4 e5 Nc3 Bb4 Nd5 Be7 d4 d6 e4 Nf6 Nxe7 Qxe7
c4 e5 Nc3 Bb4 Nd5 a5 Nf3 d6 a3 c6 axb4 cxd5
c4 e5 Nc3 Bb4 Nd5 a5 Nf3 d6 g3 c6 Ne3 Nf6
c4 e5 Nc3 Bb4 Nd5 a5 a3 Be7 d4 d6 e4 Nf6
c4 e5 Nc3 Bb4 Nf3 Bxc3 bxc3 e4 Nd4 Nf6 g3 O-O
c4 e5 Nc3 Nc6 Nf3 Bc5 e3 d6 d4 Bb4 Bd2 Nf6
c4 e5 Nc3 Nc6 Nf3 Nf6 d4 exd4 Nxd4 Bb4 Bg5 h6
c4 e5 Nc3 Nc6 Nf3 Nf6 g3 Bb4 Bg2 O-O O-O Bxc3
c4 e5 Nc3 Nc6 Nf3 Nf6 g3 Nd4 Bg2 Nxf3+ Bxf3 Bb4
c4 e5 Nc3 Nc6 Nf3 Nf6 g3 g6 d4 exd4 Nxd4 Bg7
c4 e5 Nc3 Nc6 Nf3 f5 d3 Nf6 g3 Bb4 Bg2 Bxc3+
c4 e5 Nc3 Nc6 Nf3 f5 d4 e4 Ng5 Bb4 Nh3 Bxc3+
c4 e5 Nc3 Nc6 Nf3 f5 d4 e4 Ng5 Bb4 d5 Bxc3+
c4 e5 Nc3 Nc6 Nf3 g6 g3 Bg7 Bg2 d6 d3 f5
c4 e5 Nc3 Nc6 e3 g6 d4 d6 Nf3 Bg7 Be2 f5
c4 e5 Nc3 Nc6 g3 Bc5 Bg2 a6 e3 d6 Nge2 Nge7
c4 e5 Nc3 Nc6 g3 Bc5 Bg2 d6 d3 a6 a3 Ba7
c4 e5 Nc3 Nc6 g3 Bc5 Bg2 d6 e3 a6 Nge2 Ba7
c4 e5 Nc3 Nc6 g3 f5 Bg2 Nf6 e3 d5 Nxd5 Nxd5
c4 e5 Nc3 Nc6 g3 f5 d3 Nf6 Bg2 Bb4 e3 Bxc3+
c4 e5 Nc3 Nf6 Nf3 Nc6 a3 g6 b4 d6 b5 Nd4
c4 e5 Nc3 Nf6 Nf3 Nc6 d3 Bb4 Bd2 O-O e3 d5
c4 e5 Nc3 Nf6 Nf3 Nc6 d3 d5 cxd5 Nxd5 e3 Be7
c4 e5 Nc3 Nf6 Nf3 Nc6 d3 d5 cxd5 Nxd5 e4 Nb6
c4 e5 Nc3 Nf6 Nf3 Nc6 d3 d5 cxd5 Nxd5 e4 Nxc3
c4 e5 Nc3 Nf6 Nf3 Nc6 e3 Bb4 Qc2 Bxc3 Qxc3 Qe7
c4 e5 Nc3 Nf6 Nf3 Nc6 e3 Bb4 Qc2 O-O Nd5 Re8
c4 e5 Nc3 Nf6 Nf3 Nc6 e3 d5 cxd5 Nxd5 Bb5 Nxc3
c4 e5 Nc3 Nf6 Nf3 Nc6 e4 Bb4 d3 d6 a3 Bc5
c4 e5 Nc3 Nf6 Nf3 Nc6 g3 Bb4 Bg2 O-O O-O Re8
c4 e5 Nc3 Nf6 Nf3 Nc6 g3 Bb4 Bg2 O-O O-O e4
c4 e5 Nc3 Nf6 Nf3 Nc6 g3 Bb4 Nd5 Bc5 Bg2 O-O
c4 e5 Nc3 Nf6 Nf3 Nc6 g3 Bb4 Nd5 Bc5 Bg2 d6
c4 e5 Nc3 Nf6 Nf3 Nc6 g3 Bb4 Nd5 a5 Bg2 O-O
c4 e5 Nc3 Nf6 Nf3 Nc6 g3 Bb4 Nd5 e4 Nh4 Bc5
c4 e5 Nc3 Nf6 Nf3 Nc6 g3 Bb4 Nd5 e4 Nh4 O-O
c4 e5 Nc3 Nf6 Nf3 Nc6 g3 Bc5 Bg2 d6 O-O a6
c4 e5 Nc3 Nf6 Nf3 Nc6 g3 Nd4 Bg2 Nxf3+ Bxf3 Bb4
c4 e5 Nc3 Nf6 Nf3 Nc6 g3 Nd4 Bg2 Nxf3+ Bxf3 Bc5
c4 e5 Nc3 Nf6 Nf3 Nc6 g3 d5 cxd5 Nxd5 Bg2 Bc5
c4 e5 Nc3 Nf6 Nf3 Nc6 g3 d5 cxd5 Nxd5 Bg2 Nb6
c4 e5 Nc3 Nf6 g3 Bb4 Nf3 e4 Nd4 Nc6 Nc2 Bxc3
c4 e5 Nc3 Nf6 g3 c6 Nf3 e4 Nd4 Qb6 Nb3 a5
c4 e5 Nc3 Nf6 g3 c6 d4 exd4 Qxd4 d5 Bg2 dxc4
c4 e5 Nc3 Nf6 g3 d5 cxd5 Nxd5 Bg2 Nb6 e3 c5
c4 e5 Nc3 d6 g3 Be6 Nf3 Nc6 d4 exd4 Nxd4 Nxd4
c4 e5 Nc3 d6 g3 f5 d4 Be7 Bh3 Na6 dxe5 dxe5
c4 e5 a3 Nf6 e3 c6 Nf3 e4 Nd4 d5 cxd5 cxd5
c4 e5 d3 Bb4+ Nd2 Nf6 Nf3 Bd6 a3 O-O e3 Re8
c4 e5 d3 Bb4+ Nd2 Nf6 Nf3 Nc6 a3 Bxd2+ Qxd2 d5
c4 e5 d3 Nc6 Nf3 f5 g3 Nf6 Bg2 Bb4+ Bd2 Bxd2+
